V_1,V_2,V_3,V_4,V_5,V_6,X,Y
-0.48232517711061795,-0.6124585502098873,-0.28484036350267583,-0.5446605248497065,1.137740320428447,-2.117028939712845,0,-0.5524771972999487
-1.550536270491009,-0.5522825468326805,-0.3738947898982906,-0.4842121539237479,0.9405659024571696,0.3125009923552479,0,-2.322517812289306
-2.288035341819688,0.8340799460056076,0.03456440124528598,-2.921953824448531,0.44248406437503535,-0.5255801013727367,0,-1.1603959774794277
-1.365468141047962,0.8662813568907535,0.39554454937341704,-1.0621730727330803,-1.7218049921998926,0.4917252943993865,0,-0.12509470557931904
0.29312600869793104,0.9684877220216201,0.14906904306042093,1.7745873800543555,-1.9819773073845863,0.5831940524252779,0,0.5772093599932677
0.5649952328955331,0.46202393138066583,-1.2044296498763793,-0.32356646457045785,-0.914260487787698,0.3217111947499857,1,0.23721848380435728
0.1285762498575984,-0.32599286244438447,-1.0870932125987296,0.13366773929337328,-0.8469473345705303,1.3985672486485032,1,0.0017391199767479906
0.1892597942849151,-0.41453275390044664,-0.12740461473745113,-0.5136850576388973,-0.0807216850319292,0.39611636772253234,1,-1.2666456950726233
0.2031057109758217,-0.9905191606803024,0.4965316819585329,-1.4067275641679533,0.7657639188523391,-0.5845073298824325,0,-0.4483333812231465
-2.1149378784493718,-0.8884748523026385,0.018180515064887565,-0.27446974870941276,0.061736467490762184,1.135094563151655,1,-2.47890624288197
1.0839039673010937,0.4961419451006503,0.23765143746207962,0.7250061152251217,-0.508695966528547,0.3466745044885552,0,0.5240676571381764
-0.2638320970482035,0.48307904286458986,-2.34916610946633,0.006865475781961075,-0.7602858441131177,-0.6984560390468357,1,-0.15959741948314482
0.03349514743171697,-0.41998703494762646,1.0485210432904943,0.06364431788114047,-0.06149654471893604,-0.1343848154387495,0,-0.801967902990635
-0.8180798018320802,-0.5810935947806711,0.3737666751943044,-0.8834205123620598,1.5113343464814268,-2.1853998047949448,0,-0.7640889622503749
-0.9031371833960138,-0.49130457377589554,-0.2903047050606468,0.4962956077283906,1.7447277775222365,-0.13807143912922218,1,0.3209098702483379
1.974045884022989,-0.9981554688160917,0.3060869944109569,-0.16693478052873378,-0.6517280646624439,-1.3440405719268766,1,1.9453617833409256
-1.20368700304999,0.1638306147397798,0.8636526450707507,-0.662758899562404,-0.8565874409867905,-0.9846404729789837,0,-0.5373642130691048
-2.802775080572361,-0.05954965658870649,-0.27397860452880607,1.0003777590100835,-0.06770629524985397,-0.367258872807059,1,-1.3144861983733853
-0.8463190383115194,1.347315626287428,-0.4303846344039354,-0.32681121558048676,1.0252680265938712,2.0298953652612255,1,-1.643172828965045
-0.8510828656842323,-1.048297136171722,0.20350052279514347,0.8114466618658569,-0.16341871029933977,1.446291504744164,0,-1.2701068408896927
0.3038520695451438,0.3882653135704768,-0.2522485188845427,-0.4716604851375557,1.16322906506208,-1.0050355593666742,1,0.015542314046859837
-0.24953974991311634,-0.5036656760537972,-1.1363120477154625,-0.4467607600309023,-1.407597870770811,-0.3444749191588379,0,0.20093582218795542
1.2037459216684194,0.017774233597546336,1.0710862879089451,-0.9356711999843503,0.1783459362652732,-0.07372030901729255,0,-0.5912367482351945
-1.2761690486191895,0.22327377939858162,-0.012535282381228842,-1.8675900694780694,-0.6082445453229928,-0.0698220730948346,0,0.6401480477458613
-0.22815061902755807,-0.2758863013564369,-0.7854727327617661,-0.6739033458688175,-1.4455564809228978,1.5362561820664986,1,-0.5434290160028737
0.6731436900765966,0.43847560953528725,0.32332899632783185,1.253505310678347,-1.1056934530042717,-0.24948592941459846,0,1.359767457725815
0.6863272000474054,0.32948957745088,0.3439334026907264,-0.2919693590351766,0.7046498849005254,1.8087465438611414,1,-0.7887843921468262
1.0228913438811233,-1.985042750599195,-0.19237132179632238,1.447029571631938,-1.6897236414930668,-0.17832962015940754,1,1.9172843634284797
2.3423365405527368,-0.8340953705172387,-1.6245838389377596,1.4961382895961821,-2.6646714091792854,0.2701127755401571,1,2.231492409219644
0.9731325103914967,0.9532496922866328,-0.5693073706305953,1.435819656336548,-1.071856332912614,-1.8142900471374999,0,1.8240947694874852
0.6435497744008876,-0.42644032639505014,-1.5155457341688192,-0.5776188901365598,-0.35381737335042385,-0.2225121542073261,1,0.37455220413329865
-0.7855562714996605,0.2685009004259081,0.9417747460532858,-0.4037028136281514,0.9257011115220315,-0.3950557994738978,0,-2.0866741663806585
-0.3590110944377791,0.038694356021219796,0.72199050838426,-0.993619934240189,-0.2529537188314423,-0.28578603327375196,0,-0.08076178119489352
0.027373502491927534,-1.4225659261616603,2.9423310081434866,-1.107583254717538,-2.2246071887552334,1.2225924479236776,0,0.5011471308040535
-0.7537689216778105,0.5520090591159337,-0.1339997675252788,2.045617251616322,-0.1976560651985023,2.280624245337283,1,-0.20750720360946762
-0.11436792120070427,1.9631791567922467,-0.33223851982105773,1.983629029865859,1.6213973673407447,1.394281440616347,1,-0.03839235868949925
-1.1249105947839653,0.22489320762505213,0.7964183509473839,-0.6860228697549269,0.3949070434061451,-0.4090822896928058,1,-1.2157686156334784
-0.6354349379779719,0.7056048222952361,-1.622331817117048,-0.7562117839009042,1.2455925413788185,-1.0068465873986507,0,-1.122344744849376
1.0831632246559952,-0.6264664596334685,0.11537097366779529,1.2391131189389784,0.5217386586687768,-0.07114297915913106,1,0.9832989053612673
-2.1015460765808625,1.000695332557008,-1.2838679414760061,0.18938707899150786,-0.7003296757781781,0.19726318952365135,1,-1.1160879335294398
-1.3676528728790762,0.7227276795372004,-1.7739094260742785,-0.05570395691932878,-1.1868189603454549,0.5962703102682085,0,0.08749907054268877
0.5755163783681632,-1.1169238430381434,-0.31913090957623436,0.7953010731319544,-0.2787190222277604,-0.4951665594382611,1,0.41234102438896
0.2371105868883993,-1.1095014371788323,-1.4914501315289004,-0.5202659916858705,2.170752739108015,0.20997559718403952,1,-2.3417641560388067
-1.7971036839275563,0.32936113125807165,-0.29159442471629965,-0.047907296822875325,1.423681150920573,0.06188622764255697,0,-0.9870464703932248
2.5447162652930517,-0.5861444096340097,0.678582286062454,1.3568088490349792,0.16299969906722206,0.8312950176588928,1,0.4610031129199566
0.616937984416916,0.2794538462189167,-2.0354120945703724,1.9659003722227657,-1.6034126311806383,-0.737657024533867,1,0.7512240684224262
-0.4410386193563097,-0.33315931394289006,-0.5355859873966322,0.07199292245309676,0.09381593274001596,0.9614053373049137,1,-0.23139428023407155
2.0081974541659653,0.5318518242170583,0.7278880547324152,-0.5690976853715781,1.7945873872422622,-0.4204736904813895,0,0.6701404118790797
-3.191370577175469,0.8708361398184001,0.08322934606612627,-0.6221290164908754,-0.17091377923535933,-0.9967590726262527,0,-1.1027932163069083
-0.9057261553940692,0.014356217383378885,-0.36068693332552715,-2.126725938374711,0.7582526850002514,-1.0251387313709424,1,-3.0331039242072424
